sample_number,alt_sample_name,sample_name,date,ncbi_name_16s,ncbi_name_18s,bio_rep,fi_best,location,sample_type,latitude,longitude,elevation_m,ysi_temp,ysi_mmhg,ysi_do_percent,ysi_do,ysi_spc,ysi_conductivity,ysi_tds,ysi_ph,ysi_orp,alkalinity_caco3,anions,bicarbonate_hco3,bromide,calcium,carbonate_co3_alkalinity,cations,chloride,fluoride,hardness,iron,magnesium,nitrate_no3,nitrite_no2,orthophosphate,percent_difference,ph,potassium,silicon,sio2,sodium,spc,strontium,sulfate,tds,d2h,d2h_unc,d18o,d18o_unc,notes,dist_from_summit,aspect,bio_data,d13c (of DIC),quadrant,quadrant_ew,region,order,chemistry,geo_symbol,geo1,geo2,geo3,geo4,geo5,unit_notes
11,Palmer-B Spring,Palmer B Spring,10/9/16,JM1625_Palmer_B_20,,2,0.72,MH,Spring,45.3531396,-121.6495011,1677.0096,3.6,631.3,77.4,10.27,16.6,9.8,11.05,6.22,310.3,15,0.33,18,,1.76,,0.21,,,4.93,,0.131,,,,-22.28,6.6,0.39,,24.4,2.35,21,0.012,,39,-96.917744,0.3854594,-13.625641,0.09734301,,4294.5,S,1,,SE,East,Outlier,11,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
59,The Real Buzzard Fountain,The Real Buzzard Fountain,7/17/18,,,,0.02,MH,Spring,45.27650109,-121.692807,1226.2104,4,667,74,9.7,34.7,20.8,22.75,6.21,171.1,,,,,,,,,,,,,,,,,,,,,,,,,,-83.88,0.32,-12.04,0.063,"Went to Buzzard Fountain. Fou spring box with frog in it. Followed up the mountain to the source. Similar emergence to Camp Wiy or Tilly Jane. Small caddisfly was present. Collected 1L, 2 250mL. UF.",10794.3,S,0,,SE,East,Outlier,59,0,Trbg,Rocks of Barlow Ridge and Gunsight Butte,Early High Cascade Volcanics,No data,Miocene,mixed lithologies,
43,Reynolds II Spring,Reynolds II Spring,7/28/18,,,,0.8,GNP,Spring,48.681946,-113.7327076,2183.28,4.1,600,80.1,10.53,34,20.3,22.1,7.46,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,-130.49,0.42,-17.71,0.11,"Lots of mosquitoes, files. Goat came right up to the cliff to check us out. Collected bio, 1L, 250mL, cfc.",,,0,,,,Clements/Reynolds Region,132,0,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
62,Warm Spring 3,JM-WS3,9/16/19,,MtH18_E03,1,0.86,MH,Spring,45.2954325,-121.7393565,1162.812,25.6,661,13.5,0.95,1247,1267,,7.42,235.6,177,13.26,215,0.174,61.4,,12.95,159,,360,,50.2,,,,-1.2,8.1,11.4,43.3,92.7,126,1240,0.409,249,859,-99.37,0.36,-13.675,0.136,"Walk from picnic area towards the building fouation that remains. Take a left. A region that is highly vegetated a slightly lower elevation is the pool fouation. The walls of it are still staing. On the eastern side is where we samples. I also collected some squishy orange/brown algal mat that was to the left of the emergence, about 2"" to the left.",9328.5,,1,-8.3,SW,West,Warm Springs,62,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
62,Warm Spring 3,JM-WS3,9/16/19,,MtH29_F03,2,0.86,MH,Spring,45.2954325,-121.7393565,1162.812,25.6,661,13.5,0.95,1247,1267,,7.42,235.6,177,13.26,215,0.174,61.4,,12.95,159,,360,,50.2,,,,-1.2,8.1,11.4,43.3,92.7,126,1240,0.409,249,859,-99.37,0.36,-13.675,0.136,"Walk from picnic area towards the building fouation that remains. Take a left. A region that is highly vegetated a slightly lower elevation is the pool fouation. The walls of it are still staing. On the eastern side is where we samples. I also collected some squishy orange/brown algal mat that was to the left of the emergence, about 2"" to the left.",9328.5,,1,-8.3,SW,West,Warm Springs,62,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
62,Warm Spring 3,JM-WS3,9/16/19,,MtH30_F04,3,0.86,MH,Spring,45.2954325,-121.7393565,1162.812,25.6,661,13.5,0.95,1247,1267,,7.42,235.6,177,13.26,215,0.174,61.4,,12.95,159,,360,,50.2,,,,-1.2,8.1,11.4,43.3,92.7,126,1240,0.409,249,859,-99.37,0.36,-13.675,0.136,"Walk from picnic area towards the building fouation that remains. Take a left. A region that is highly vegetated a slightly lower elevation is the pool fouation. The walls of it are still staing. On the eastern side is where we samples. I also collected some squishy orange/brown algal mat that was to the left of the emergence, about 2"" to the left.",9328.5,,1,-8.3,SW,West,Warm Springs,62,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
60,Warm Spring 1,JM-WS1,9/15/19,,MtH21_E06,1,0.69,MH,Spring,45.29596599,-121.7395742,1164.6408,23.5,660.4,20.1,1.52,683,664,,7.45,224.6,120,8.02,147,0.174,38.7,,7.89,76.3,0.2,224,,30.8,,,,-0.77,8,7.41,41.3,88.5,74.4,787,0.249,165,555,-97.42,0.82,-13.525,0.104,First warm spring. Entered Still Creek Campgrou. Drove down along campgrou road until a picnic area was seen. This is Barlow Road/Trail. Take the trail a go to the old swimming pool fouation. Hang a left a you'll fi a stream. This is MS-7 on the Wollenberg 1979 paper.,9279.6,,1,-8.6,SW,West,Warm Springs,60,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
61,Warm Spring 2,JM-WS2,9/15/19,,MtH19_E04,1,0.7,MH,Spring,45.29658328,-121.7400452,1185.672,18.2,658.6,38.4,3.09,463.1,403.2,,7.51,203.5,85,4.64,104,0.073,21.2,,4.49,32,0.2,121,,16.4,,,,-1.65,7.9,4.47,33.9,72.4,45.2,460,0.143,96.8,341,-94.3,0.63,-13.128,0.119,Hiked upstream. Eventually came to the main emergence. Large (4') diameter pool from uer a rock. Thorny plants are nearby a along stream. I think this is MS-9 on Wollenberg's paper.,9229.6,,1,,SW,West,Warm Springs,61,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
24,Mt Reynolds Snowpack,Mt Reynolds Snowpack,8/6/17,,,,0.1,GNP,Snow,48.68121109,-113.7325863,2201.27,1.4,598.3,76.6,10.7,29.3,16.1,18.85,7.86,175.3,,,,,,,,0.04,,,,,,,,,,,,,,,,,,-106.3,0.33,-14.11,0.34,YSI from where the first seepy spring emerges. There are small holes a mosses all arou this emergence. There is snowpack slightly uphill. Possible straight snowpack melt seeping through the tallus that's all over here. The pH meter is acting up. Threre seems to be a contact here. The area is covered w float from a red/maroon ripple marked claystone. There are additional seeps/springs down below. Unsure if they are separate emergences or have a stronger grouwater component?,,,0,,,,Snow,113,0,Ysn,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
48,Camp Creek Spring,Camp Creek Spring,7/18/18,,,,0.49,MH,Spring,45.31425513,-121.7377782,1369.4664,2.9,662.1,65.3,8.82,103.1,59.6,66.95,5.83,205.6,,,,,,,,,,,,,,,,,,,,,,,,,,-85.91,0.21,-12.29,0.1,"Sampled from highest seep. Unsure is this is acceptable for CFCs. Paul held the tubing down with his ha a we gravity pumped it. Lots of other emergences arou here too, but this was the highest with a clear emergence. Collected bio, isotopes, CFC, 1L, 250mL.",7363.5,S,0,,SW,West,Palmer Region,48,0,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
58,Palmer Seep,Palmer Seep,7/21/18,,,,0.66,MH,Spring,45.33579912,-121.7067202,1859.8896,4.9,622,79.1,10.06,82.3,50.8,53.3,6.68,112.9,,,,,,,,,,,,,,,,,,,,,,,,,,-89.57,0.63,-12.618,0.105,"Spring looked the same as last year. Collected CFC, bio, 1L, a 250mL. Need to pipette isotope in lab.",4284.3,S,0,,SW,West,Palmer Region,58,0,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
47,Still Creek Spring,Still Creek Spring,7/18/18,,,,0.47,MH,Spring,45.31868193,-121.7230327,1529.4864,2.9,648.9,79.7,10.74,81.4,47.1,52.65,6.18,191.3,,,,,,,,,,,,,,,,,,,,,,,,,,-85.76,0.58,-12.256,0.041,"Also collected DNA, isotope, 1L, 250mL. Saw caddisfly.",6460.7,S,0,,SW,West,Palmer Region,47,0,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
43,West Fork Salmon Spring,West Fork Salmon Spring,7/18/18,,,,0.31,MH,Spring,45.31710064,-121.7184752,1536.4968,2.9,648.9,79.5,10.7,80.9,46.7,52.65,5.94,241.7,,,,,,,,,,,,,,,,,,,,,,,,,,-85.65,0.32,-12.214,0.078,"Used a ~4ft long stick to plumb emergence for CFCs. Lots of caddisfly shells. Collected 1L, 250mL, bio, isotope.",6521.6,S,0,,SW,West,Palmer Region,43,0,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
42,Sand Canyon Trib 2,Sand Canyon Trib 2,7/19/18,,,,0.05,MH,Spring,45.31323443,-121.747267,1311.5544,3.3,665.4,79.1,10.63,55.1,32.4,35.75,6.05,212.1,,,,,,,,,,,,,,,,,,,,,,,,,,-85.24,0.64,-12.178,0.087,Refilled 1L a 250mL with this unfiltered water bc this was a new sample site a we didn't have extra bottles or a clean DNA kit. Isotopes collected in Falcon Tube. We collected for CFCs here.,7820.1,S,0,,SW,West,Palmer Region,42,0,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
57,Zigzag Spring,Zigzag Spring,7/21/18,,,,0.33,MH,Spring,45.3457741,-121.7390436,1571.5488,4.5,643.5,84.9,11.01,44.8,27.4,29.25,6.27,123.8,,,,,,,,,,,,,,,,,,,,,,,,,,-86.89,0.43,-12.296,0.122,,4575.8,S,0,,SW,West,Zigzag Region,57,0,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
62,Warm Spring 3,JM-WS3,9/16/19,MtH17_D04_S272,MtH17_E02,0,0.86,MH,Spring,45.2954325,-121.7393565,1162.812,25.6,661,13.5,0.95,1247,1267,,7.42,235.6,177,13.26,215,0.174,61.4,,12.95,159,,360,,50.2,,,,-1.2,8.1,11.4,43.3,92.7,126,1240,0.409,249,859,-99.37,0.36,-13.675,0.136,"Walk from picnic area towards the building fouation that remains. Take a left. A region that is highly vegetated a slightly lower elevation is the pool fouation. The walls of it are still staing. On the eastern side is where we samples. I also collected some squishy orange/brown algal mat that was to the left of the emergence, about 2"" to the left.",9328.5,,1,-8.3,SW,West,Warm Springs,62,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
63,Warm Spring 4,JM-WS4,9/16/19,MtH27_E02_S294,MtH28_F02,0,0.73,MH,Spring,45.29641312,-121.738493,1165.5552,24.7,660.6,9.3,0.65,1144,1137,,7.4,209.1,158,11.9,193,0.26,57.5,,11.75,137,,337,,46.9,,,,-0.62,8.1,10.1,41.6,89.1,110,1120,0.369,232,780,-98.63,0.34,-13.702,0.092,"This is the same sample as the ""screen springs"" from the Wollenberg paper. There is a screen in the stream just downsteam from the emergence. There is a bunch of what looks like calcite precipitating onto the rocks in all of these warm springs. The rocks have calcite ~4"" above the current stream height. I think this iicates a change in water level depeing on the time of year. Red bricks were also in the stream channel.",9202.4,,1,,SW,West,Warm Springs,63,1,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
20,Rubideau Spring,Rubideau Spring,8/12/17,JM1713_Rubideau,JM1713_Rubideau,0,0.66,GNP,Spring,48.50947611,-114.0241443,1182.62,5.6,674.5,94,11.73,209.2,131.6,135.85,7.43,226,117,2.4,143,0.009,29.4,0,2.25,0.087,0.046,,,8.94,0.244,0.01,0.025,-3.33,7.7,0.18,2.59,5.53,0.83,216,0.04,2.12,119,-125.5,0.13,-17.08,0.09,Spring location given by fire chief. On google maps as Rubideau Spring. Big cement structure like Mt. hood crystal spring surrouing the spring. It may be treated? Pipe like flow discharging water into fast flowing channel. Piped flow lovings remaier of water to location down in elevation.,,,1,-10.3,,,Outlier,108,1,Qg,Till,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,"unit also locally includes small areas of bedrock and colluvium; on valley floors in mountainous areas, unit deposited by local mountain glaciers as ground moraine usually 1-3 m thick"
17,Packer's Roost,Packers Roost Spring,8/7/17,JM1721_Packers_Roost,,0,0.58,GNP,Spring,48.74932606,-113.7935068,1142.09,5.1,677.8,85,10.81,165.1,102.3,107.26,7.41,120.2,88,1.86,107,0.004,26.6,0,1.67,0.073,0.183,,,3.76,0.282,0.01,0.028,-5.25,7.7,0.16,1.56,3.34,0.81,171,0.02,4.21,93,-128.4,,-17.1,0.09,"Lisa from NPS wildlife gave us these coordins. Go to Packer's Roost Trailhead a walk about a half mile to a foot bridge. Then follow up to an emergence. High flow. Emergence from uer a rock. There is a big bowl shape here where it looks like it's emerged in the past. Rocks are wet back there a still moss covered a algae/slimy to the west there is a small bowl. it looks like it's a topo high. It's cooler a darker with thicker vegetation here. No flowers, just green plants/shrubs/ferns. Stonefly spotted. Numerous emergences in area mostly emerging from sick soil zone.",,,1,-9,,,Packers Roost Region,105,1,Qc,Colluvium,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,"unit locally includes small areas of till, talus, rock-avalanche, and debris-flow deposits; commonly 1-5 m thick"
12,Lunch Creek Spring 1,Lunch Creek Spring,8/12/17,JM1714_Lunch_Creek,JM1714_Lunch_Creek,1,0.93,GNP,Spring,48.69880031,-113.7051857,1933.65,5.5,613,80.5,10.15,138,86.8,89.7,7.36,248.7,77,1.57,94,0.002,23.4,0,1.43,0.051,0.016,,,3.06,0.175,0.013,0.037,-4.45,7.5,0.08,1.17,2.49,0.22,141,0.013,0.798,78,-135.3,0.36,-17.78,0.4,Crack in wall where it emerges is karst in nature. Looks like it began as a fracture a over time caused a cavity out of the limstone. Algal mat at emergence a patches of mosses all over the wall. Flow is pretty high. Emergence is about 10 ft up on wall. Filter is very clean. Able to gravity pump. Really no sediment here. Bunch of flowers on drainage along side of the road but no flowers by emergence.,,,1,-7.2,,,Piegan Region,100,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
12,Lunch Creek Spring 2,Lunch Creek Spring,8/12/17,JM1773_Lunch_Creek,JM1773_Lunch_Creek,2,0.93,GNP,Spring,48.69880031,-113.7051857,1933.65,5.5,613,80.5,10.15,138,86.8,89.7,7.36,248.7,77,1.57,94,0.002,23.4,0,1.43,0.051,0.016,,,3.06,0.175,0.013,0.037,-4.45,7.5,0.08,1.17,2.49,0.22,141,0.013,0.798,78,-135.3,0.36,-17.78,0.4,Crack in wall where it emerges is karst in nature. Looks like it began as a fracture a over time caused a cavity out of the limstone. Algal mat at emergence a patches of mosses all over the wall. Flow is pretty high. Emergence is about 10 ft up on wall. Filter is very clean. Able to gravity pump. Really no sediment here. Bunch of flowers on drainage along side of the road but no flowers by emergence.,,,1,-7.2,,,Piegan Region,100,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
22,Weeping Wall,Weeping Wall Spring,8/9/17,JM179_Weeping_Wall,JM179_Weeping_Wall,1,0.71,GNP,Spring,48.72822939,-113.7292596,1853.49,4,623.7,80.6,10.55,135.6,81.2,88.4,7.58,263.1,74,1.53,90,0.011,22.4,0,1.41,0.101,0.009,,,3.31,0.056,0.011,0.029,-3.96,7.6,0.11,0.94,2.01,0.43,141,0.013,2.12,76,-127.4,0.35,-17.09,0.1,"Took small drainage up to black cliffline. Don’t climb above cliffs, just follow along bottom. Thick vegetation. There are a few spring runs to the east of this emergence. Emerges out of fractured rock, along a bedding layer. Rather steep here - a bit scary. Loose rock too. Small flies are the only insect I saw. Lots of flowers surrouing the spring.",,,1,-7.6,,,Haystack Butte Region,110,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
60,Warm Spring 1,JM-WS1,9/15/19,MtH20_D07_S280,MtH20_E05,0,0.69,MH,Spring,45.29596599,-121.7395742,1164.6408,23.5,660.4,20.1,1.52,683,664,,7.45,224.6,120,8.02,147,0.174,38.7,,7.89,76.3,0.2,224,,30.8,,,,-0.77,8,7.41,41.3,88.5,74.4,787,0.249,165,555,-97.42,0.82,-13.525,0.104,First warm spring. Entered Still Creek Campgrou. Drove down along campgrou road until a picnic area was seen. This is Barlow Road/Trail. Take the trail a go to the old swimming pool fouation. Hang a left a you'll fi a stream. This is MS-7 on the Wollenberg 1979 paper.,9279.6,,1,-8.6,SW,West,Warm Springs,60,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
22,Weeping Wall,Weeping Wall Spring,8/9/17,JM1757_Weeping_Wall,,2,0.71,GNP,Spring,48.72822939,-113.7292596,1853.49,4,623.7,80.6,10.55,135.6,81.2,88.4,7.58,263.1,74,1.53,90,0.011,22.4,0,1.41,0.101,0.009,,,3.31,0.056,0.011,0.029,-3.96,7.6,0.11,0.94,2.01,0.43,141,0.013,2.12,76,-127.4,0.35,-17.09,0.1,"Took small drainage up to black cliffline. Don’t climb above cliffs, just follow along bottom. Thick vegetation. There are a few spring runs to the east of this emergence. Emerges out of fractured rock, along a bedding layer. Rather steep here - a bit scary. Loose rock too. Small flies are the only insect I saw. Lots of flowers surrouing the spring.",,,1,-7.6,,,Haystack Butte Region,110,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
9,Hello Bear Spring,Hello Bear Spring,8/10/17,JM1729_Hello_Bear,,1,0.55,GNP,Spring,48.75165293,-113.8073377,1156.11,7.2,674.3,38,4.57,123.9,81.8,80.6,7.04,227.7,64,1.35,78,0.001,17.9,0,1.24,0.058,0.008,,,3.8,0.029,0.009,0.039,-4.11,7.5,0.2,2.49,5.32,0.68,124,0.018,2.66,70,-126.4,0.51,-16.8,0.16,Very seepy emergence. Lots of vegetation a mosses. Very diffuse over a large are. Flowing pretty well through. Collected at pool near the highest elevation of the seepy region. Big lightening storm hit. We had to run for cover. Lost GPS.,,,1,-10.7,,,Packers Roost Region,97,1,Qg,Till,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,"unit also locally includes small areas of bedrock and colluvium; on valley floors in mountainous areas, unit deposited by local mountain glaciers as ground moraine usually 1-3 m thick"
9,Hello Bear Spring,Hello Bear Spring,8/10/17,JM1746_Hello_Bear,,2,0.55,GNP,Spring,48.75165293,-113.8073377,1156.11,7.2,674.3,38,4.57,123.9,81.8,80.6,7.04,227.7,64,1.35,78,0.001,17.9,0,1.24,0.058,0.008,,,3.8,0.029,0.009,0.039,-4.11,7.5,0.2,2.49,5.32,0.68,124,0.018,2.66,70,-126.4,0.51,-16.8,0.16,Very seepy emergence. Lots of vegetation a mosses. Very diffuse over a large are. Flowing pretty well through. Collected at pool near the highest elevation of the seepy region. Big lightening storm hit. We had to run for cover. Lost GPS.,,,1,-10.7,,,Packers Roost Region,97,1,Qg,Till,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,"unit also locally includes small areas of bedrock and colluvium; on valley floors in mountainous areas, unit deposited by local mountain glaciers as ground moraine usually 1-3 m thick"
13,McDonald Creek #1,McDonald Creek #1,8/10/17,JM1741_McDonald_Creek_1,JM1741_McDonald_Creek_1,0,0.79,GNP,Stream,48.75376866,-113.8256756,1146.35,15.2,675.4,81.7,8.22,115.2,93.6,74.75,7.75,185.5,63,1.3,76,0.006,16.2,0,1.19,0.065,0.008,,,4.34,0.145,,0.027,-4.33,7.7,0.18,1.71,3.66,0.51,119,0.037,2.17,66,-129.1,0.06,-17.23,0.15,"Lots of little critters in these streams. Birds fling arou, butterflies, flies, etc. Saw a huge maybe stonefly in the stream coming in.",,,1,,,,Stream,101,1,Qal,Stream,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m
15,Mineral Creek Trib 1,Mineral Creek Tributary,8/10/17,JM1715_Mineral_Creek_Spring,JM1715_Mineral_Creek_Spring,1,0.76,GNP,Stream,48.75358464,-113.8254748,1143.91,17.1,675.5,86,8.28,112.5,95.6,73.45,7.79,148.3,58,1.25,71,0.007,15.6,0,1.15,0.065,0.015,,,4.09,0.052,0.011,0.041,-4.37,7.8,0.18,1.44,3.08,0.65,115,0.027,4.21,64,-129.5,0.38,-17.3,0.12,See notebook for notes. Page 84 of write in the rain.,,,1,,,,Stream,103,1,Qal,Stream,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m
15,Mineral Creek Trib 2,Mineral Creek Tributary,8/10/17,JM1747_Mineral_Creek_Trib,,2,0.76,GNP,Stream,48.75358464,-113.8254748,1143.91,17.1,675.5,86,8.28,112.5,95.6,73.45,7.79,148.3,58,1.25,71,0.007,15.6,0,1.15,0.065,0.015,,,4.09,0.052,0.011,0.041,-4.37,7.8,0.18,1.44,3.08,0.65,115,0.027,4.21,64,-129.5,0.38,-17.3,0.12,See notebook for notes. Page 84 of write in the rain.,,,1,,,,Stream,103,1,Qal,Stream,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m
5,Funky Spring,Gould Spring,8/9/17,JM1736_Funky_Spring,,0,0.54,GNP,Spring,48.73812618,-113.7269936,2151.58,2.5,602.4,79.5,10.83,106.2,60.6,68.9,7.81,138,58,1.19,70,0.008,17.4,0,1.1,0.063,0.008,,,2.66,0.404,0.011,0.03,-4.12,7.6,0.07,0.79,1.7,0.19,108,0.01,1.24,59,-126.6,0.41,-16.77,0.41,"Hiked over from drainage at weeping wall all the way up to highline trail. Wlked north on the trail a fou a spring on this massive, blocky chunk on the backside of the mountain holding grinnell glacier. Seems to be a lot of loose rok a colluvium. It flattens out on top. Emergence is from uer a big rock but none of these rocks seem in place. Flowers surrouing emergence a a fair amount of insects/grass hoppers/ flies, etc. The rock here seems very metamorphized compared to rock in place earlier on trail. Weird.",,,1,-6.7,,,Haystack Butte Region,93,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
1,Avalanche Spring,Avalanche Spring,8/12/17,JM1723_Avalanche_Spring,,0,0.56,GNP,Spring,48.67652814,-113.8104943,1107.64,7.6,676.2,69.3,8.31,103.3,69.1,66.95,7.63,152.8,56,1.15,68,0.001,14.2,0,1.05,0.067,0.008,,,3.98,0.405,0.011,0.045,-4.43,7.6,0.14,1.35,2.9,0.34,104,0.034,1.2,57,-126.7,0.22,-17.07,0.22,"Spring location given by fire chief again. This spring feeds avalanche camp grou a is a tributary to avalance creek. We took the The Trail of Cedars to get here, then exited to the left side a the foot bridge ",,,1,-6.3,,,Outlier,89,1,Qg,Till,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,"unit also locally includes small areas of bedrock and colluvium; on valley floors in mountainous areas, unit deposited by local mountain glaciers as ground moraine usually 1-3 m thick"
3,Crack Spring 1,Grinnell Spring,8/8/17,JM1730_Crack_Spring,JM1730_Crack_Spring,1,0.71,GNP,Spring,48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,,,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",,,1,-7.9,,,Grinnell Region,91,1,Ygl,Grinnell Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,thickness ranges from 530 to 790 m
3,Crack Spring 2,Grinnell Spring,8/8/17,JM1774_Crack_Spring,JM1774_Crack_Spring,2,0.71,GNP,Spring,48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,,,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",,,1,-7.9,,,Grinnell Region,91,1,Ygl,Grinnell Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,thickness ranges from 530 to 790 m
45,Sand Canyon Trib 1,Sand Canyon Trib 1,7/19/18,,,,0.38,MH,Spring,45.31767531,-121.7549647,1272.54,5,669.4,67.8,8.67,35.5,21.8,22.75,7.05,153.8,,,,,,,,,,,,,,,,,,,,,,,,,,-81.37,0.57,-11.714,0.066,"No CFCs. Too diffuse of an emergence. Collected bio, 1L, 250mL a isotopes. Bees present at emergence a vegetation.",7745.1,S,0,,SW,West,Palmer Region,45,0,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
